id, text, dialect
ID: 201833, Text: θιοι ε αδε δαταλευσι και εσπενσαμες ????? σπενσιθιωι απο πυλαν πεντε απ εκαστας θροπαν τε και ατελειαν παντων αυτωι τε και γενιαι ως κα πολι τα δαμοσια τα τε θιηια και τανθρωπινα ποινικαζεν τε και μναμονευ ην ποινικαζεν δε πολι και μναμονευ εν τα δαμοσια μητε τα θιηια μητε τανθρωπινα μηδεν αλον αι μη σπενσιθιον αυτον τε και γενιαν τονυ αι μη επαιροι τε και κελοιτο η αυτος σπενσιθιος η γενια τονυ οσοι δρομης ειεν των υιων οι πλιες μισθον δε δομεν το ενιαυτο τωι ποινικασται πεντηϙοντα τε προϙοος κλευκιος κηνδυ-ες ικατιδαρκμιος η καρπος δομεν δε το κλευϙος ες το μορο οπω κα ληι ελεσθαι αι δε μη δοιη το κλευϙος αιδε - - -σ - - -α-εσδ - - -ς ϙοσμος επεσταϙως α - - - -ι - - -λε-εκ - - -σαι απλοπια - - -α- αι μη αυτοισι - - -πολ - - -ανεσημεν τωι ϙοσμωι - - -ε- τεμενια πε - - -ϙ - - - το ισον λακεν ϙοσμωι ασ - - -α - - - το ισον λακεν τον ποινικασταν και παρημεν και συνημεν επι τε θιηιων και επ ανθρωπινων παντε οπε και ο ϙοσμος ειη και τον ποινικασταν και οτιμι κα θιωι ιαρευς μη ιδιαλο- θυεν τε τα δαμοσια θυματα τον ποινικασταν και τα τεμενια εκεν μηδ επαγραν ημεν μηδε ρυτιον αιλεν τον ποινικασταν δικα δε οτερον κα ωληται ο ποινικαστας αιπεροιαλοικρησεταιην ϙοσμοι αδικα οι τελεται αλε δε ουδε εν. δικαια ες ανδρηιον δωσει δεκα πελεϙυς κρεων αι κα ϙωι αλοι απαρϙωνται και το επενιαυτιον το δε λακσιον συν αλει αλο δε μηδεν επανανϙον ημεν αι κα μη ληι δομεν. ημεν δε τα θιηια τ - - -ιστωι., Dialect: dialect.west_greek.doric.cretan
ID: 201833, Text: θιοι ε αδε δαταλευσι και εσπενσαμες πολις σπενσιθιωι απο πυλαν πεντε απ εκαστας θροπαν τε και ατελειαν παντων αυτωι τε και γενιαι ως κα πολι τα ??????? τα τε θιηια και τανθρωπινα ποινικαζεν τε και μναμονευ ην ποινικαζεν δε πολι και μναμονευ εν τα δαμοσια μητε τα θιηια μητε τανθρωπινα μηδεν αλον αι μη σπενσιθιον αυτον τε και γενιαν τονυ αι μη επαιροι τε και κελοιτο η αυτος σπενσιθιος η γενια τονυ οσοι δρομης ειεν των υιων οι πλιες μισθον δε δομεν το ενιαυτο τωι ποινικασται πεντηϙοντα τε προϙοος κλευκιος κηνδυ-ες ικατιδαρκμιος η καρπος δομεν δε το κλευϙος ες το μορο οπω κα ληι ελεσθαι αι δε μη δοιη το κλευϙος αιδε - - -σ - - -α-εσδ - - -ς ϙοσμος επεσταϙως α - - - -ι - - -λε-εκ - - -σαι απλοπια - - -α- αι μη αυτοισι - - -πολ - - -ανεσημεν τωι ϙοσμωι - - -ε- τεμενια πε - - -ϙ - - - το ισον λακεν ϙοσμωι ασ - - -α - - - το ισον λακεν τον ποινικασταν και παρημεν και συνημεν επι τε θιηιων και επ ανθρωπινων παντε οπε και ο ϙοσμος ειη και τον ποινικασταν και οτιμι κα θιωι ιαρευς μη ιδιαλο- θυεν τε τα δαμοσια θυματα τον ποινικασταν και τα τεμενια εκεν μηδ επαγραν ημεν μηδε ρυτιον αιλεν τον ποινικασταν δικα δε οτερον κα ωληται ο ποινικαστας αιπεροιαλοικρησεταιην ϙοσμοι αδικα οι τελεται αλε δε ουδε εν. δικαια ες ανδρηιον δωσει δεκα πελεϙυς κρεων αι κα ϙωι αλοι απαρϙωνται και το επενιαυτιον το δε λακσιον συν αλει αλο δε μηδεν επανανϙον ημεν αι κα μη ληι δομεν. ημεν δε τα θιηια τ - - -ιστωι., Dialect: dialect.west_greek.doric.cretan
ID: 201833, Text: θιοι ε αδε δαταλευσι και εσπενσαμες πολις σπενσιθιωι απο πυλαν πεντε απ εκαστας θροπαν τε και ατελειαν παντων αυτωι τε και γενιαι ως κα πολι τα δαμοσια τα τε θιηια και τανθρωπινα ποινικαζεν τε και μναμονευ ην ποινικαζεν δε πολι και μναμονευ εν τα δαμοσια μητε τα θιηια μητε τανθρωπινα μηδεν αλον αι μη σπενσιθιον αυτον τε και γενιαν τονυ αι μη επαιροι τε και κελοιτο η αυτος σπενσιθιος η γενια τονυ οσοι δρομης ειεν των υιων οι πλιες μισθον δε δομεν το ενιαυτο τωι ποινικασται πεντηϙοντα τε προϙοος κλευκιος κηνδυ-ες ικατιδαρκμιος η καρπος δομεν δε το κλευϙος ες το μορο οπω κα ληι ελεσθαι αι δε μη δοιη το κλευϙος αιδε - - -σ - - -α-εσδ - - -ς ϙοσμος επεσταϙως α - - - -ι - - -λε-εκ - - -σαι απλοπια - - -α- αι μη αυτοισι - - -πολ - - -ανεσημεν τωι ϙοσμωι - - -ε- τεμενια πε - - -ϙ - - - το ισον λακεν ϙοσμωι ασ - - -α - - - το ισον λακεν τον ??????????? και παρημεν και συνημεν επι τε θιηιων και επ ανθρωπινων παντε οπε και ο ϙοσμος ειη και τον ποινικασταν και οτιμι κα θιωι ιαρευς μη ιδιαλο- θυεν τε τα δαμοσια θυματα τον ποινικασταν και τα τεμενια εκεν μηδ επαγραν ημεν μηδε ρυτιον αιλεν τον ποινικασταν δικα δε οτερον κα ωληται ο ποινικαστας αιπεροιαλοικρησεταιην ϙοσμοι αδικα οι τελεται αλε δε ουδε εν. δικαια ες ανδρηιον δωσει δεκα πελεϙυς κρεων αι κα ϙωι αλοι απαρϙωνται και το επενιαυτιον το δε λακσιον συν αλει αλο δε μηδεν επανανϙον ημεν αι κα μη ληι δομεν. ημεν δε τα θιηια τ - - -ιστωι., Dialect: dialect.west_greek.doric.cretan

ID: 200483, Text: ------------ --- κατακειμενος. αι κ αδικησει δολος η δολα οτι μεν κα καταθεμενο κελομενο αμαρτηι τοι καταθεμενοι ??? δικαν ημην οτι δε κ αυτος προ ιαυτο τοι αρκαιοι πασται ταν δικαν ημην τοι δε καταθεμενοι μη. αι δε κα νικαθηι ο καθενς αποδοτο τοι καταθεμενοι οτι κ οπηληι. αι δε κα τον κατακειμενον αδικησει αλλος αι μεν κ ανποτεροι μολιοντες νικασοντι ταν ημιναν εκατερος εκσιοντι αι δε κ ο ατερος μη ληι ο ατερος μολιον αι κα νικασει αυτος εκσει. αι δε κ αποληται ο κατακειμενος δικακσατο ομοσαι τον καταθεμενον μητ αυτον αιτιον εμην μητε συν αλλοι μητ επ αλλοι ισαμην. αι δε κ αποθανηι δεικσατο αντι μαιτυρον δυον. αι δε κα μη ομοσει αι εγραται η μη δεικσει ταν απλοον τιμαν καταστασει. αι δε κ αυτον αιτιηται ναι αποδοθαι η αποκρυπσαι αι κα νικαθει ταν απλοον τιμαν διππλει καταστασει. αι δε κα ναευηι εμπανια δεικσατο., Dialect: dialect.west_greek.doric.cretan
ID: 200483, Text: ------------ --- κατακειμενος. αι κ αδικησει δολος η δολα οτι μεν κα καταθεμενο κελομενο αμαρτηι τοι καταθεμενοι ταν ????? ημην οτι δε κ αυτος προ ιαυτο τοι αρκαιοι πασται ταν δικαν ημην τοι δε καταθεμενοι μη. αι δε κα νικαθηι ο καθενς αποδοτο τοι καταθεμενοι οτι κ οπηληι. αι δε κα τον κατακειμενον αδικησει αλλος αι μεν κ ανποτεροι μολιοντες νικασοντι ταν ημιναν εκατερος εκσιοντι αι δε κ ο ατερος μη ληι ο ατερος μολιον αι κα νικασει αυτος εκσει. αι δε κ αποληται ο κατακειμενος δικακσατο ομοσαι τον καταθεμενον μητ αυτον αιτιον εμην μητε συν αλλοι μητ επ αλλοι ισαμην. αι δε κ αποθανηι δεικσατο αντι μαιτυρον δυον. αι δε κα μη ομοσει αι εγραται η μη δεικσει ταν απλοον τιμαν καταστασει. αι δε κ αυτον αιτιηται ναι αποδοθαι η αποκρυπσαι αι κα νικαθει ταν απλοον τιμαν διππλει καταστασει. αι δε κα ναευηι εμπανια δεικσατο., Dialect: dialect.west_greek.doric.cretan
ID: 200483, Text: ------------ --- κατακειμενος. αι κ αδικησει δολος η δολα οτι μεν κα καταθεμενο κελομενο αμαρτηι τοι καταθεμενοι ταν δικαν ημην οτι δε κ αυτος προ ιαυτο τοι αρκαιοι πασται ταν δικαν ημην τοι δε ??????????? μη. αι δε κα νικαθηι ο καθενς αποδοτο τοι καταθεμενοι οτι κ οπηληι. αι δε κα τον κατακειμενον αδικησει αλλος αι μεν κ ανποτεροι μολιοντες νικασοντι ταν ημιναν εκατερος εκσιοντι αι δε κ ο ατερος μη ληι ο ατερος μολιον αι κα νικασει αυτος εκσει. αι δε κ αποληται ο κατακειμενος δικακσατο ομοσαι τον καταθεμενον μητ αυτον αιτιον εμην μητε συν αλλοι μητ επ αλλοι ισαμην. αι δε κ αποθανηι δεικσατο αντι μαιτυρον δυον. αι δε κα μη ομοσει αι εγραται η μη δεικσει ταν απλοον τιμαν καταστασει. αι δε κ αυτον αιτιηται ναι αποδοθαι η αποκρυπσαι αι κα νικαθει ταν απλοον τιμαν διππλει καταστασει. αι δε κα ναευηι εμπανια δεικσατο., Dialect: dialect.west_greek.doric.cretan
ID: 200483, Text: ------------ --- κατακειμενος. αι κ αδικησει δολος η δολα οτι μεν κα καταθεμενο κελομενο αμαρτηι τοι καταθεμενοι ταν δικαν ημην οτι δε κ αυτος προ ιαυτο τοι αρκαιοι πασται ταν δικαν ημην τοι δε καταθεμενοι μη. αι δε κα νικαθηι ο καθενς αποδοτο τοι καταθεμενοι οτι κ οπηληι. αι δε κα τον κατακειμενον αδικησει αλλος αι μεν κ ανποτεροι μολιοντες νικασοντι ταν ημιναν εκατερος εκσιοντι αι δε κ ο ατερος μη ληι ο ατερος μολιον αι κα νικασει αυτος εκσει. αι δε κ αποληται ο κατακειμενος δικακσατο ομοσαι τον καταθεμενον μητ αυτον αιτιον εμην μητε συν αλλοι μητ επ αλλοι ισαμην. αι δε κ αποθανηι δεικσατο αντι μαιτυρον δυον. αι δε κα μη ομοσει αι εγραται η μη δεικσει ταν ?????? τιμαν καταστασει. αι δε κ αυτον αιτιηται ναι αποδοθαι η αποκρυπσαι αι κα νικαθει ταν απλοον τιμαν διππλει καταστασει. αι δε κα ναευηι εμπανια δεικσατο., Dialect: dialect.west_greek.doric.cretan

ID: 331273, Text: νικομαχος μ εποε ????? αναξ ηρακλες ο τοι κεραμευς μ ανεθεκε δος δε ιν ανθροποις δοξαν εχεν αγαθαν., Dialect: dialect.west_greek.doric.achaean
ID: 331273, Text: νικομαχος μ εποε χαιρε αναξ ηρακλες ο τοι κεραμευς μ ??????? δος δε ιν ανθροποις δοξαν εχεν αγαθαν., Dialect: dialect.west_greek.doric.achaean


ID: 195493, Text: ------ ------ -- δυο δραχμας κοδονα νεαν και σαλπινγα λαρνακα και λεβετα και σιδαρια εκαιδεκα σφυρας και σμενιας και σκαφιδας και κρεοδα-- εξ κοπιδας -- και μετρα --α και κεραμε παντα οσα κατ ταν ?????? χρε και στροφιν., Dialect: dialect.west_greek.doric.laconian_heraclean

ID: 333363, Text: πασαρατος ο αδε ος κατα το αρχο 0αλαϙου ογδοαν αποτεισατο. αι δε λει το ενιαυτο χαλκο δεκα ??????. αποτεισατο., Dialect: dialect.west_greek.doric.megarian

ID: 214883, Text: τηλεφανεος ??????? ευρυστρατιδας ταδε τα οπλα το λακεδαιμονιο τυ δε τοι χαριν αιες υπαρχοις., Dialect: dialect.west_greek.doric.laconian
ID: 214883, Text: τηλεφανεος ανεθεκε ευρυστρατιδας ταδε τα οπλα το λακεδαιμονιο τυ δε τοι ????? αιες υπαρχοις., Dialect: dialect.west_greek.doric.laconian

ID: 215014, Text: πανταρες μ ανεθεκε μενεκρατιος διος αθλα ιπποι νικασας πεδο ?? κλετο γελοαιο., Dialect: dialect.west_greek.doric.geloan
ID: 215014, Text: πανταρες μ ανεθεκε μενεκρατιος διος αθλα ιπποι νικασας πεδο εκ ????? γελοαιο., Dialect: dialect.west_greek.doric.geloan
                    
ID: 343693, Text: α ρατρα τοιρ χαλαδριορ και δευκαλιονι. χαλαδριον ε μεν αυτον και γονον. ισοπροξενον ισοδαμιοργον ταν δε ??? εχεν ταν εν πισαι αι δε τις συλαιε ερεν αυτον πο τον δια αι με δαμοι δοκεοι., Dialect: dialect.west_greek.northwest.elean
ID: 343693, Text: α ρατρα τοιρ χαλαδριορ και δευκαλιονι. χαλαδριον ε μεν αυτον και γονον. ισοπροξενον ισοδαμιοργον ταν δε γαν εχεν ταν εν πισαι αι δε τις συλαιε ερεν αυτον πο τον δια αι με ????? δοκεοι., Dialect: dialect.west_greek.northwest.elean

ID: 240353, Text: εικονες αιδ ιππων ανακειμεθα δωρ ενι πυθοι ας ιερων φοιβωι νικων ???????? ανακτι τιμαν αυξησας δεινομενεος γενεαι και δις μονοκελητι κρατησε τε και τοσον ευχος ειλ οσον ουτις βας πυθιο ες τεμενος., Dialect: dialect.west_greek.northwest.phocian?
ID: 240353, Text: εικονες αιδ ιππων ανακειμεθα δωρ ενι πυθοι ας ιερων φοιβωι νικων ανεθηκεν ανακτι τιμαν αυξησας δεινομενεος γενεαι και δις μονοκελητι κρατησε τε και τοσον ευχος ειλ οσον ουτις βας πυθιο ες ???????., Dialect: dialect.west_greek.northwest.phocian?

ID: 240324, Text: διοπειθες ???????? αθεναιος. ναε δυο καρον πεπαρεθιοι αιχμει ελοντες εστεσαν δεκατεν εκαταβολοι απολλονι., Dialect: dialect.west_greek.northwest.phocian?
ID: 240324, Text: διοπειθες εποιεσεν αθεναιος. ναε δυο καρον πεπαρεθιοι αιχμει ελοντες εστεσαν δεκατεν εκαταβολοι ????????., Dialect: dialect.west_greek.northwest.phocian?

ID: 238323, Text: - - - και τελχινια και διοσκουρεια μεγαλαρτια και ερακλεια και κ αυτος ???? ιαρειον και κα λεκχοι παρει και κα ξενοι οι παρεοντι ιαρεια θυοντες και κα πενταμαριτευον τυχει αι δε τι τουτον παρβαλλοιτο τον γεγραμμενον θοιεοντον τοι τε δαμιοργοι και τοι αλλοι παντες λαβυαδαι πρασσοντον δε τοι πεντεκαιδεκα αι δε κα αμφιλλεγει τας θοιασιος εξομοσας - - -., Dialect: dialect.west_greek.northwest.phocian
ID: 238323, Text: - - - και τελχινια και διοσκουρεια μεγαλαρτια και ερακλεια και κ αυτος θυει ιαρειον και κα λεκχοι παρει και κα ξενοι οι παρεοντι ιαρεια θυοντες και κα πενταμαριτευον ????? αι δε τι τουτον παρβαλλοιτο τον γεγραμμενον θοιεοντον τοι τε δαμιοργοι και τοι αλλοι παντες λαβυαδαι πρασσοντον δε τοι πεντεκαιδεκα αι δε κα αμφιλλεγει τας θοιασιος εξομοσας - - -., Dialect: dialect.west_greek.northwest.phocian
ID: 238323, Text: - - - και τελχινια και διοσκουρεια μεγαλαρτια και ερακλεια και κ αυτος θυει ιαρειον και κα λεκχοι παρει και κα ξενοι οι παρεοντι ιαρεια θυοντες και κα πενταμαριτευον τυχει αι δε τι τουτον παρβαλλοιτο τον γεγραμμενον θοιεοντον τοι τε δαμιοργοι και τοι αλλοι παντες λαβυαδαι ?????????? δε τοι πεντεκαιδεκα αι δε κα αμφιλλεγει τας θοιασιος εξομοσας - - -., Dialect: dialect.west_greek.northwest.phocian

ID: 207434, Text: νεπια εος ?????? και ου λαβον ανθος ετ εβας αλλ ικομαν προστεν πολυδακρυον εις αχεροντα μναμα δε τειδε πατερ υπερανορος παις κλεοδαμος στασε με θεσαλιαι και ματερ θυγατρι κορονα, Dialect: dialect.east_greek.aeolic.thessalian
ID: 207434, Text: νεπια εος εθανον και ου λαβον ανθος ετ εβας αλλ ικομαν προστεν πολυδακρυον εις αχεροντα ????? δε τειδε πατερ υπερανορος παις κλεοδαμος στασε με θεσαλιαι και ματερ θυγατρι κορονα, Dialect: dialect.east_greek.aeolic.thessalian
ID: 207434, Text: νεπια εος εθανον και ου λαβον ανθος ετ εβας αλλ ικομαν προστεν πολυδακρυον εις αχεροντα μναμα δε τειδε πατερ υπερανορος παις κλεοδαμος στασε με θεσαλιαι και ????? θυγατρι κορονα, Dialect: dialect.east_greek.aeolic.thessalian

ID: 146244, Text: τιμασιφιλος μ ??????? τοπολονι τοι πτοιει ο πραολλειος, Dialect: dialect.east_greek.aeolic.boeotian

ID: 328154, Text: ασστοις και ???????? φανες φιλος ενθαδε κειται ος ποτ αρισστευον εν προμαχοις εθανε., Dialect: dialect.east_greek.aeolic.boeotian
ID: 328154, Text: ασστοις και χσενοισι φανες φιλος ενθαδε ?????? ος ποτ αρισστευον εν προμαχοις εθανε., Dialect: dialect.east_greek.aeolic.boeotian 
ID: 328154, Text: ασστοις και χσενοισι φανες φιλος ενθαδε κειται ος ποτ αρισστευον εν προμαχοις ?????., Dialect: dialect.east_greek.aeolic.boeotian 
  
ID: 207993, Text: Χάββωι ????? θανοντι πατερ εστασεν αλευας, Dialect: dialect.east_greek.aeolic.thessalian
                    
ID: 328224, Text: δασον και φανιας σικιος τ ευγειτιχο υιοι πτοι απολον αναχς σοι μ ??????? χαριν., Dialect: dialect.east_greek.aeolic.boeotian
                    
ID: 328153, Text: παιδες ???????? μναμ ενθαδε πατρι θανοντι γαθο νι χσενιαν ιποσυναν τε σοφοι., Dialect: dialect.east_greek.aeolic.boeotian
ID: 328153, Text: παιδες εποιεσαν μναμ ενθαδε πατρι ??????? γαθο νι χσενιαν ιποσυναν τε σοφοι., Dialect: dialect.east_greek.aeolic.boeotian

ID: 353513, Text: πηδωμ μ ???????? ωμφιννεω εξ αιγυπτωγαγων ϙωι βασιλευς εδωϙ ωιγυπτιος ψαμμητιχος αριστηιια ψιλιον τε χρυσεογ και πολιν αρετης ενεκα, Dialect: dialect.east_greek.atticionic.eastionic
ID: 353513, Text: πηδωμ μ ανεθηκεν ωμφιννεω εξ αιγυπτωγαγων ϙωι ???????? εδωϙ ωιγυπτιος ψαμμητιχος αριστηιια ψιλιον τε χρυσεογ και πολιν αρετης ενεκα, Dialect: dialect.east_greek.atticionic.eastionic
ID: 353513, Text: πηδωμ μ ανεθηκεν ωμφιννεω εξ αιγυπτωγαγων ϙωι βασιλευς εδωϙ ωιγυπτιος ψαμμητιχος αριστηιια ψιλιον τε χρυσεογ και πολιν ?????? ενεκα, Dialect: dialect.east_greek.atticionic.eastionic

ID: 234774, Text: παρθενοι εκφαντο με ????? ανεθεκε και υιος ενθαδ αθεναιει μνεμα πονον αρεος εγελοχος μεγαλες τε φιλοχσενιες αρετες τε πασες μοιραν εχον τενδε πολιν νεμεται. κριτιος. και νεσιοτες. εποιεσατεν , Dialect: dialect.east_greek.atticionic.attic
ID: 234774, Text: παρθενοι εκφαντο με πατερ ανεθεκε και υιος ενθαδ αθεναιει μνεμα πονον αρεος εγελοχος μεγαλες τε φιλοχσενιες ?????? τε πασες μοιραν εχον τενδε πολιν νεμεται. κριτιος. και νεσιοτες. εποιεσατεν , Dialect: dialect.east_greek.atticionic.attic
ID: 234774, Text: παρθενοι εκφαντο με πατερ ανεθεκε και υιος ενθαδ αθεναιει μνεμα πονον αρεος εγελοχος μεγαλες τε φιλοχσενιες αρετες τε πασες μοιραν εχον τενδε ????? νεμεται. κριτιος. και νεσιοτες. εποιεσατεν , Dialect: dialect.east_greek.atticionic.attic

ID: 883, Text: παλλαδι τριτογενει μεγυλος μ ???????? απαρχεν και χρεμες υυς παιδι διος μεγαλο, Dialect: dialect.east_greek.atticionic.attic
ID: 883, Text: παλλαδι τριτογενει μεγυλος μ ανεθεκεν απαρχεν και χρεμες υυς παιδι διος ??????, Dialect: dialect.east_greek.atticionic.attic

ID: 344333, Text: αεακης ???????? ο βρυχωνος ος τηι ηρηι την συλην επρησεν κατα την επιστασιν, Dialect: dialect.east_greek.atticionic.eastionic
ID: 344333, Text: αεακης ανεθηκεν ο βρυχωνος ος τηι ???? την συλην επρησεν κατα την επιστασιν, Dialect: dialect.east_greek.atticionic.eastionic

ID: 884, Text: καλλιμαχος μ ???????? αφιδναιος ταθεναιαι ανγελον αθανατον οι ολυμπια δοματα εχοσιν. -- - πολεμαρχος αθεναιον τον αγονα τον μαραθον--ελενονο----------- παισιν αθεναιον μνεμ-, Dialect: dialect.east_greek.atticionic.attic
ID: 884, Text: καλλιμαχος μ ανεθεκεν αφιδναιος ταθεναιαι ανγελον αθανατον οι ολυμπια ?????? εχοσιν. -- - πολεμαρχος αθεναιον τον αγονα τον μαραθον--ελενονο----------- παισιν αθεναιον μνεμ-, Dialect: dialect.east_greek.atticionic.attic

ID: 290204, Text: παιδος νελονος νελονιδο εστι το ???? ος χυοι τοι αγαθοι μνεμα εποιει χαριεν, Dialect: dialect.east_greek.atticionic.attic
ID: 290204, Text: παιδος νελονος νελονιδο εστι το σεμα ος χυοι τοι αγαθοι ????? εποιει χαριεν, Dialect: dialect.east_greek.atticionic.attic
 
ID: 291133, Text: ανδρων τωνδ ?????? εσται κλεος αφθιτον αιει οιστ αν απερ τουτοις εσθλα νεμωσι θεοι αντια δυσμενεσιν ανχιαλομ πρεσαι βολευσαμενοις και εσοσαν αστυ βιαι περσον κλιναμενοι δυναμιν , Dialect: dialect.east_greek.atticionic.attic
ID: 291133, Text: ανδρων τωνδ αρετης εσται κλεος αφθιτον αιει οιστ αν απερ τουτοις εσθλα νεμωσι θεοι αντια δυσμενεσιν ανχιαλομ πρεσαι βολευσαμενοις και ?????? αστυ βιαι περσον κλιναμενοι δυναμιν , Dialect: dialect.east_greek.atticionic.attic
